"Date","Price","Open","High","Low","Vol.","Change %"
"12/21/2020","26,306.68","26,422.62","26,498.65","26,274.65","2.04B","-0.72%"
"12/18/2020","26,498.60","26,650.49","26,668.10","26,363.05","3.08B","-0.67%"
"12/17/2020","26,678.38","26,608.44","26,678.38","26,390.59","2.26B","0.82%"
"12/16/2020","26,460.29","26,421.21","26,510.19","26,318.74","2.04B","0.97%"
"12/15/2020","26,207.29","26,418.93","26,436.04","26,127.68","2.59B","-0.69%"
"12/14/2020","26,389.52","26,522.10","26,544.12","26,318.11","2.21B","-0.44%"
"12/11/2020","26,505.87","26,634.21","26,704.01","26,443.01","2.50B","0.36%"
"12/10/2020","26,410.59","26,335.26","26,434.47","26,287.02","2.00B","-0.35%"
"12/09/2020","26,502.84","26,510.42","26,666.94","26,445.66","2.54B","0.75%"
"12/08/2020","26,304.56","26,460.35","26,460.35","26,270.91","2.54B","-0.76%"
"12/07/2020","26,506.85","26,870.58","26,870.58","26,256.40","2.81B","-1.23%"
"12/04/2020","26,835.92","26,811.59","26,835.92","26,652.34","3.21B","0.40%"
"12/03/2020","26,728.50","26,623.42","26,781.99","26,556.02","2.83B","0.74%"
"12/02/2020","26,532.58","26,670.12","26,670.12","26,379.48","3.70B","-0.13%"
"12/01/2020","26,567.68","26,422.71","26,662.18","26,375.24","3.56B","0.86%"
"11/30/2020","26,341.49","26,853.39","26,960.93","26,322.68","5.74B","-2.06%"
"11/27/2020","26,894.68","26,758.49","27,009.15","26,704.60","2.73B","0.28%"
"11/26/2020","26,819.45","26,695.25","26,819.45","26,612.00","1.98B","0.56%"
"11/25/2020","26,669.75","26,819.96","27,040.41","26,591.30","2.86B","0.31%"
"11/24/2020","26,588.20","26,630.34","26,630.34","26,409.77","2.01B","0.39%"
"11/23/2020","26,486.20","26,659.79","26,662.66","26,369.34","2.24B","0.13%"
"11/20/2020","26,451.54","26,406.87","26,564.25","26,313.28","2.15B","0.36%"
"11/19/2020","26,356.97","26,460.61","26,460.61","26,311.64","2.41B","-0.71%"
"11/18/2020","26,544.29","26,434.24","26,618.01","26,344.86","2.29B","0.49%"
"11/17/2020","26,415.09","26,515.09","26,530.54","26,339.88","2.39B","0.13%"
"11/16/2020","26,381.67","26,362.07","26,394.40","26,191.54","2.09B","0.86%"
"11/13/2020","26,156.86","26,114.60","26,156.86","25,909.18","2.44B","-0.05%"
"11/12/2020","26,169.38","26,409.34","26,460.94","26,071.15","2.68B","-0.22%"
"11/11/2020","26,226.98","26,226.80","26,432.56","26,168.63","4.12B","-0.28%"
"11/10/2020","26,301.48","26,474.04","26,474.04","26,041.87","3.85B","1.10%"
"11/09/2020","26,016.17","26,157.77","26,172.23","25,950.41","2.35B","1.18%"
"11/06/2020","25,712.97","25,750.78","25,799.97","25,540.98","2.37B","0.07%"
"11/05/2020","25,695.92","25,500.91","25,695.92","25,343.44","2.62B","3.25%"
"11/04/2020","24,886.14","24,790.00","25,093.72","24,733.23","2.31B","-0.21%"
"11/03/2020","24,939.73","24,689.56","25,048.53","24,689.51","2.24B","1.96%"
"11/02/2020","24,460.01","24,274.83","24,486.02","24,232.66","2.36B","1.46%"
"10/30/2020","24,107.42","24,535.90","24,600.54","24,029.95","2.54B","-1.95%"
"10/29/2020","24,586.60","24,290.01","24,678.90","24,258.56","1.94B","-0.49%"
"10/28/2020","24,708.80","24,773.54","24,844.79","24,586.06","2.01B","-0.32%"
"10/27/2020","24,787.19","24,839.97","24,872.52","24,602.11","2.44B","-0.53%"
"10/23/2020","24,918.78","24,773.12","24,970.59","24,683.25","2.37B","0.54%"
"10/22/2020","24,786.13","24,696.31","24,817.01","24,556.55","2.49B","0.13%"
"10/21/2020","24,754.42","24,695.54","24,903.00","24,653.16","1.93B","0.75%"
"10/20/2020","24,569.54","24,571.64","24,600.39","24,456.84","1.88B","0.11%"
"10/19/2020","24,542.26","24,565.43","24,771.85","24,478.47","3.61B","0.64%"
"10/16/2020","24,386.79","24,194.41","24,456.97","24,194.41","2.70B","0.94%"
"10/15/2020","24,158.54","24,533.75","24,573.25","24,102.21","2.13B","-2.06%"
"10/14/2020","24,667.09","24,808.85","24,808.85","24,498.94","2.55B","0.28%"
"10/13/2020","24,597.50","24,614.76","24,740.24","24,524.26","","-0.21%"
"10/12/2020","24,649.68","24,217.25","24,702.81","24,196.80","2.43B","2.20%"
"10/09/2020","24,119.13","24,343.81","24,343.81","24,059.29","1.36B","-0.31%"
"10/08/2020","24,193.35","24,263.33","24,263.33","24,021.93","1.18B","-0.20%"
"10/07/2020","24,242.86","23,999.79","24,243.91","23,905.42","1.54B","1.09%"
"10/06/2020","23,980.65","23,895.21","24,005.03","23,842.25","1.33B","0.90%"
"10/05/2020","23,767.78","24,039.39","24,039.39","23,674.52","1.42B","1.32%"
"09/30/2020","23,459.05","23,548.89","23,780.87","23,368.49","1.45B","0.79%"
"09/29/2020","23,275.53","23,584.61","23,601.40","23,256.92","1.53B","-0.85%"
"09/28/2020","23,476.05","23,284.09","23,523.81","23,250.34","1.45B","1.04%"
"09/25/2020","23,235.42","23,425.75","23,495.26","23,124.25","1.79B","-0.32%"
"09/24/2020","23,311.07","23,537.83","23,590.42","23,225.33","1.91B","-1.82%"
"09/23/2020","23,742.51","23,701.12","23,795.19","23,559.99","1.64B","0.11%"
"09/22/2020","23,716.85","23,839.67","23,908.51","23,675.62","1.55B","-0.98%"
"09/21/2020","23,950.69","24,483.91","24,542.55","23,928.02","1.60B","-2.06%"
"09/18/2020","24,455.41","24,381.13","24,501.16","24,295.01","2.30B","0.47%"
"09/17/2020","24,340.85","24,676.41","24,713.79","24,250.90","1.63B","-1.56%"
"09/16/2020","24,725.63","24,823.96","24,829.87","24,635.24","1.30B","-0.03%"
"09/15/2020","24,732.76","24,621.65","24,826.87","24,621.65","1.73B","0.38%"
"09/14/2020","24,640.28","24,569.03","24,750.95","24,556.52","1.09B","0.56%"
"09/11/2020","24,503.31","24,352.63","24,572.66","24,293.03","1.31B","0.78%"
"09/10/2020","24,313.54","24,584.94","24,615.60","24,293.21","1.35B","-0.64%"
"09/09/2020","24,468.93","24,295.42","24,520.92","24,213.36","1.75B","-0.63%"
"09/08/2020","24,624.34","24,785.26","24,785.26","24,341.32","2.07B","0.14%"
"09/07/2020","24,589.65","24,621.02","24,908.29","24,475.61","1.68B","-0.43%"
"09/04/2020","24,695.45","24,668.80","24,813.96","24,488.64","3.39B","-1.25%"
"09/03/2020","25,007.60","25,026.99","25,216.02","24,854.58","2.01B","-0.45%"
"09/02/2020","25,120.09","25,239.86","25,239.86","24,931.17","2.35B","-0.26%"
"09/01/2020","25,184.85","25,085.67","25,254.14","24,995.45","1.73B","0.03%"
"08/31/2020","25,177.05","25,732.49","25,847.11","25,177.05","3.20B","-0.96%"
"08/28/2020","25,422.06","25,330.77","25,749.40","25,258.16","2.07B","0.56%"
"08/27/2020","25,281.15","25,469.77","25,469.77","25,186.42","1.70B","-0.83%"
"08/26/2020","25,491.79","25,520.41","25,603.17","25,360.03","1.32B","0.02%"
"08/25/2020","25,486.22","25,586.99","25,621.08","25,352.26","1.35B","-0.26%"
"08/24/2020","25,551.58","25,352.79","25,551.58","25,325.15","1.35B","1.74%"
"08/21/2020","25,113.84","25,007.13","25,178.79","24,885.86","1.21B","1.30%"
"08/20/2020","24,791.39","25,055.35","25,055.35","24,621.32","2.00B","-1.54%"
"08/19/2020","25,178.91","25,359.03","25,382.51","25,079.25","1.13B","-0.74%"
"08/18/2020","25,367.38","25,470.97","25,470.97","25,257.88","1.53B","0.08%"
"08/17/2020","25,347.34","25,212.28","25,588.67","25,163.29","1.96B","0.65%"
"08/14/2020","25,183.01","25,072.45","25,378.53","25,040.55","1.43B","-0.19%"
