"Date","Price","Open","High","Low","Vol.","Change %"
"04/19/2013","357.90","359.37","359.94","356.96","152.27M","-0.06%"
"04/18/2013","358.11","359.32","360.67","356.60","193.53M","-0.11%"
"04/17/2013","358.51","365.57","365.57","358.33","206.51M","-1.66%"
"04/16/2013","364.57","366.06","367.25","363.87","150.11M","-0.89%"
"04/15/2013","367.84","370.31","370.76","365.58","156.62M","-0.74%"
"04/12/2013","370.57","372.29","372.63","370.16","158.75M","-0.75%"
"04/11/2013","373.36","372.13","373.74","371.97","139.81M","0.19%"
"04/10/2013","372.64","367.80","372.74","367.80","167.26M","1.34%"
"04/09/2013","367.73","366.18","368.43","366.18","147.34M","0.78%"
"04/08/2013","364.90","367.06","368.48","364.19","152.15M","-0.22%"
"04/05/2013","365.71","370.03","370.75","364.16","204.95M","-1.27%"
"04/04/2013","370.40","375.58","375.60","369.53","226.40M","-1.50%"
